In,Out,Date,Time,Branch,Group
74,60,12/23/2024,10:00 AM,Shadle Park,SH East
33,43,12/23/2024,10:00 AM,Liberty Park,LP Main
7,7,12/23/2024,10:00 AM,Indian Trail,IT Main
13,11,12/23/2024,10:00 AM,Hillyard,HY North
104,108,12/23/2024,10:00 AM,Central,1st Floor Main Entrance
81,37,12/23/2024,9:00 AM,South Hill,SO Main
83,47,12/23/2024,9:00 AM,Shadle Park,SH East
49,29,12/23/2024,9:00 AM,Liberty Park,LP Main
8,8,12/23/2024,9:00 AM,Indian Trail,IT Main
16,12,12/23/2024,9:00 AM,Hillyard,HY North
129,81,12/23/2024,9:00 AM,Central,1st Floor Main Entrance
24,32,12/23/2024,8:00 AM,South Hill,SO Main
0,2,12/23/2024,8:00 AM,Shadle Park,SH East
8,10,12/23/2024,8:00 AM,Liberty Park,LP Main
2,1,12/23/2024,8:00 AM,Indian Trail,IT Main
7,9,12/23/2024,8:00 AM,Hillyard,HY North
16,22,12/23/2024,8:00 AM,Central,1st Floor Main Entrance
1,2,12/23/2024,7:00 AM,South Hill,SO Main
1,0,12/23/2024,7:00 AM,Shadle Park,SH East
3,5,12/23/2024,7:00 AM,Hillyard,HY South
6,4,12/23/2024,7:00 AM,Central,Basement Entrance
1,4,12/23/2024,6:00 AM,South Hill,SO Main
5,8,12/23/2024,6:00 AM,Indian Trail,IT Main
1,0,12/23/2024,6:00 AM,Hillyard,HY North
6,13,12/23/2024,6:00 AM,Central,Basement Entrance
4,11,12/22/2024,8:00 PM,Central,1st Floor Main Entrance
0,4,12/22/2024,4:00 PM,South Hill,SO Main
0,18,12/22/2024,4:00 PM,Liberty Park,LP Main
6,13,12/22/2024,4:00 PM,Hillyard,HY North
1,1,12/22/2024,4:00 PM,Central,1st Floor Main Entrance
79,62,12/22/2024,3:00 PM,South Hill,SO Main
47,104,12/22/2024,3:00 PM,Shadle Park,SH East
20,61,12/22/2024,3:00 PM,Liberty Park,LP Main
8,11,12/22/2024,3:00 PM,Indian Trail,IT Main
31,76,12/22/2024,3:00 PM,Hillyard,HY North
62,151,12/22/2024,3:00 PM,Central,1st Floor Main Entrance
95,63,12/22/2024,2:00 PM,South Hill,SO Main
60,47,12/22/2024,2:00 PM,Shadle Park,SH East
31,34,12/22/2024,2:00 PM,Liberty Park,LP Main
21,19,12/22/2024,2:00 PM,Indian Trail,IT Main
25,24,12/22/2024,2:00 PM,Hillyard,HY North
47,72,12/22/2024,2:00 PM,Central,1st Floor Main Entrance
42,39,12/22/2024,1:00 PM,South Hill,SO Main
64,38,12/22/2024,1:00 PM,Shadle Park,SH East
62,30,12/22/2024,1:00 PM,Liberty Park,LP Main
20,19,12/22/2024,1:00 PM,Indian Trail,IT Main
54,37,12/22/2024,1:00 PM,Hillyard,HY North
92,74,12/22/2024,1:00 PM,Central,1st Floor Main Entrance
104,50,12/22/2024,12:00 PM,South Hill,SO Main
58,40,12/22/2024,12:00 PM,Shadle Park,SH East
39,18,12/22/2024,12:00 PM,Liberty Park,LP Main
16,8,12/22/2024,12:00 PM,Indian Trail,IT Main
36,22,12/22/2024,12:00 PM,Hillyard,HY North
121,42,12/22/2024,12:00 PM,Central,1st Floor Main Entrance
3,0,12/22/2024,11:00 AM,Liberty Park,LP Main
1,1,12/22/2024,11:00 AM,Indian Trail,IT Main
2,0,12/22/2024,11:00 AM,Hillyard,HY North
2,3,12/22/2024,9:00 AM,Liberty Park,LP Main
3,10,12/22/2024,7:00 AM,Liberty Park,LP Main
0,2,12/22/2024,5:00 AM,South Hill,SO Main
0,1,12/22/2024,5:00 AM,Hillyard,HY North
19,23,12/22/2024,4:00 AM,South Hill,SO Main
1,5,12/22/2024,3:00 AM,South Hill,SO Main
19,19,12/22/2024,3:00 AM,Hillyard,HY North
1,0,12/22/2024,2:00 AM,Hillyard,HY North
2,1,12/21/2024,5:00 PM,Shadle Park,SH East
3,4,12/21/2024,5:00 PM,Liberty Park,LP Main
0,3,12/21/2024,5:00 PM,Hillyard,HY North
6,10,12/21/2024,5:00 PM,Central,1st Floor Main Entrance
60,65,12/21/2024,4:00 PM,South Hill,SO Main
39,91,12/21/2024,4:00 PM,Shadle Park,SH East
28,73,12/21/2024,4:00 PM,Liberty Park,LP Main
20,21,12/21/2024,4:00 PM,Indian Trail,IT Main
1,9,12/21/2024,4:00 PM,Hillyard,HY North
63,164,12/21/2024,4:00 PM,Central,1st Floor Main Entrance
61,65,12/21/2024,3:00 PM,South Hill,SO Main
50,71,12/21/2024,3:00 PM,Shadle Park,SH East
33,27,12/21/2024,3:00 PM,Liberty Park,LP Main
12,22,12/21/2024,3:00 PM,Indian Trail,IT Main
10,21,12/21/2024,3:00 PM,Hillyard,HY North
129,183,12/21/2024,3:00 PM,Central,1st Floor Main Entrance
61,74,12/21/2024,2:00 PM,South Hill,SO Main
101,88,12/21/2024,2:00 PM,Shadle Park,SH East
33,57,12/21/2024,2:00 PM,Liberty Park,LP Main
40,44,12/21/2024,2:00 PM,Indian Trail,IT Main
21,41,12/21/2024,2:00 PM,Hillyard,HY North
132,146,12/21/2024,2:00 PM,Central,1st Floor Main Entrance
64,63,12/21/2024,1:00 PM,South Hill,SO Main
81,55,12/21/2024,1:00 PM,Shadle Park,SH East
45,32,12/21/2024,1:00 PM,Liberty Park,LP Main
34,38,12/21/2024,1:00 PM,Indian Trail,IT Main
14,14,12/21/2024,1:00 PM,Hillyard,HY North
127,115,12/21/2024,1:00 PM,Central,1st Floor Main Entrance
68,42,12/21/2024,12:00 PM,South Hill,SO Main
52,45,12/21/2024,12:00 PM,Shadle Park,SH East
47,40,12/21/2024,12:00 PM,Liberty Park,LP Main
25,17,12/21/2024,12:00 PM,Indian Trail,IT Main
31,24,12/21/2024,12:00 PM,Hillyard,HY North
107,103,12/21/2024,12:00 PM,Central,1st Floor Main Entrance
51,92,12/21/2024,11:00 AM,South Hill,SO Main
66,48,12/21/2024,11:00 AM,Shadle Park,SH East
28,30,12/21/2024,11:00 AM,Liberty Park,LP Main
17,19,12/21/2024,11:00 AM,Indian Trail,IT Main
41,27,12/21/2024,11:00 AM,Hillyard,HY North
98,100,12/21/2024,11:00 AM,Central,1st Floor Main Entrance
72,38,12/21/2024,10:00 AM,South Hill,SO Main
68,35,12/21/2024,10:00 AM,Shadle Park,SH East
51,31,12/21/2024,10:00 AM,Liberty Park,LP Main
23,10,12/21/2024,10:00 AM,Indian Trail,IT Main
11,6,12/21/2024,10:00 AM,Hillyard,HY North
144,51,12/21/2024,10:00 AM,Central,1st Floor Main Entrance
8,5,12/21/2024,9:00 AM,Liberty Park,LP Main
9,8,12/21/2024,9:00 AM,Central,1st Floor Main Entrance
9,11,12/21/2024,8:00 AM,Liberty Park,LP Main
4,0,12/21/2024,8:00 AM,Hillyard,HY North
8,5,12/21/2024,8:00 AM,Central,1st Floor Main Entrance
18,28,12/21/2024,7:00 AM,Liberty Park,LP Main
8,10,12/21/2024,7:00 AM,Central,1st Floor Main Entrance
5,6,12/21/2024,6:00 AM,Indian Trail,IT Main
2,4,12/21/2024,6:00 AM,Central,Basement Entrance
0,1,12/21/2024,5:00 AM,Hillyard,HY North
21,27,12/21/2024,4:00 AM,South Hill,SO Main
7,7,12/21/2024,3:00 AM,South Hill,SO Main
1,1,12/21/2024,2:00 AM,South Hill,SO Main
1,0,12/21/2024,2:00 AM,Hillyard,HY North
0,1,12/20/2024,11:00 PM,Hillyard,HY South
10,17,12/20/2024,10:00 PM,Hillyard,HY North
5,12,12/20/2024,9:00 PM,Hillyard,HY North
1,8,12/20/2024,7:00 PM,Liberty Park,LP Main
2,0,12/20/2024,6:00 PM,Liberty Park,LP Main
1,3,12/20/2024,6:00 PM,Central,Basement Entrance
0,10,12/20/2024,5:00 PM,Shadle Park,SH East
11,21,12/20/2024,5:00 PM,Liberty Park,LP Main
1,2,12/20/2024,5:00 PM,Indian Trail,IT Main
0,2,12/20/2024,5:00 PM,Hillyard,HY North
20,41,12/20/2024,5:00 PM,Central,1st Floor Main Entrance
73,86,12/20/2024,4:00 PM,South Hill,SO Main
55,100,12/20/2024,4:00 PM,Shadle Park,SH East
28,48,12/20/2024,4:00 PM,Liberty Park,LP Main
14,20,12/20/2024,4:00 PM,Indian Trail,IT Main
15,38,12/20/2024,4:00 PM,Hillyard,HY North
91,187,12/20/2024,4:00 PM,Central,1st Floor Main Entrance
92,56,12/20/2024,3:00 PM,South Hill,SO Main
69,70,12/20/2024,3:00 PM,Shadle Park,SH East
34,32,12/20/2024,3:00 PM,Liberty Park,LP Main
17,24,12/20/2024,3:00 PM,Indian Trail,IT Main
50,61,12/20/2024,3:00 PM,Hillyard,HY North
102,123,12/20/2024,3:00 PM,Central,1st Floor Main Entrance
63,40,12/20/2024,2:00 PM,South Hill,SO Main
82,76,12/20/2024,2:00 PM,Shadle Park,SH East
30,43,12/20/2024,2:00 PM,Liberty Park,LP Main
29,19,12/20/2024,2:00 PM,Indian Trail,IT Main
57,34,12/20/2024,2:00 PM,Hillyard,HY North
106,130,12/20/2024,2:00 PM,Central,1st Floor Main Entrance
42,44,12/20/2024,1:00 PM,South Hill,SO Main
58,81,12/20/2024,1:00 PM,Shadle Park,SH East
19,23,12/20/2024,1:00 PM,Liberty Park,LP Main
19,17,12/20/2024,1:00 PM,Indian Trail,IT Main
104,109,12/20/2024,1:00 PM,Hillyard,HY North
112,130,12/20/2024,1:00 PM,Central,1st Floor Main Entrance
62,47,12/20/2024,12:00 PM,South Hill,SO Main
48,39,12/20/2024,12:00 PM,Shadle Park,SH East
33,65,12/20/2024,12:00 PM,Liberty Park,LP Main
35,38,12/20/2024,12:00 PM,Indian Trail,IT Main
107,94,12/20/2024,12:00 PM,Hillyard,HY North
135,156,12/20/2024,12:00 PM,Central,1st Floor Main Entrance
61,65,12/20/2024,11:00 AM,South Hill,SO Main
77,60,12/20/2024,11:00 AM,Shadle Park,SH East
34,29,12/20/2024,11:00 AM,Liberty Park,LP Main
19,22,12/20/2024,11:00 AM,Indian Trail,IT Main
48,52,12/20/2024,11:00 AM,Hillyard,HY North
101,122,12/20/2024,11:00 AM,Central,1st Floor Main Entrance
113,56,12/20/2024,10:00 AM,South Hill,SO Main
92,55,12/20/2024,10:00 AM,Shadle Park,SH East
46,26,12/20/2024,10:00 AM,Liberty Park,LP Main
25,11,12/20/2024,10:00 AM,Indian Trail,IT Main
88,66,12/20/2024,10:00 AM,Hillyard,HY North
125,69,12/20/2024,10:00 AM,Central,1st Floor Main Entrance
0,1,12/20/2024,9:00 AM,South Hill,SO Main
10,5,12/20/2024,9:00 AM,Liberty Park,LP Main
11,12,12/20/2024,9:00 AM,Indian Trail,IT Main
38,26,12/20/2024,9:00 AM,Hillyard,HY North
59,35,12/20/2024,9:00 AM,Central,1st Floor Main Entrance
8,10,12/20/2024,8:00 AM,Liberty Park,LP Main
4,3,12/20/2024,8:00 AM,Indian Trail,IT Main
76,56,12/20/2024,8:00 AM,Hillyard,HY North
37,44,12/20/2024,8:00 AM,Central,1st Floor Main Entrance
41,15,12/20/2024,7:00 AM,South Hill,SO Main
8,7,12/20/2024,7:00 AM,Liberty Park,LP Main
4,4,12/20/2024,7:00 AM,Indian Trail,IT Main
2,5,12/20/2024,7:00 AM,Hillyard,HY North
8,10,12/20/2024,7:00 AM,Central,Basement Entrance
11,10,12/20/2024,6:00 AM,South Hill,SO Main
4,3,12/20/2024,6:00 AM,Hillyard,HY North
1,3,12/20/2024,6:00 AM,Central,Basement Entrance
2,2,12/20/2024,5:00 AM,Central,Basement Entrance
0,1,12/19/2024,11:00 PM,Hillyard,HY South
15,12,12/19/2024,10:00 PM,Hillyard,HY North
7,11,12/19/2024,9:00 PM,Hillyard,HY North
1,0,12/19/2024,8:00 PM,Hillyard,HY South
1,2,12/19/2024,8:00 PM,Central,1st Floor Main Entrance
4,2,12/19/2024,7:00 PM,South Hill,SO Main
0,2,12/19/2024,7:00 PM,Liberty Park,LP Main
1,0,12/19/2024,7:00 PM,Indian Trail,IT Main
0,2,12/19/2024,7:00 PM,Hillyard,HY North
10,19,12/19/2024,7:00 PM,Central,1st Floor Main Entrance
14,33,12/19/2024,6:00 PM,South Hill,SO Main
27,74,12/19/2024,6:00 PM,Shadle Park,SH East
14,34,12/19/2024,6:00 PM,Liberty Park,LP Main
12,20,12/19/2024,6:00 PM,Indian Trail,IT Main
1,4,12/19/2024,6:00 PM,Hillyard,HY North
36,103,12/19/2024,6:00 PM,Central,1st Floor Main Entrance
43,27,12/19/2024,5:00 PM,South Hill,SO Main
42,52,12/19/2024,5:00 PM,Shadle Park,SH East
13,21,12/19/2024,5:00 PM,Liberty Park,LP Main
20,22,12/19/2024,5:00 PM,Indian Trail,IT Main
20,38,12/19/2024,5:00 PM,Hillyard,HY North
83,138,12/19/2024,5:00 PM,Central,1st Floor Main Entrance
38,39,12/19/2024,4:00 PM,South Hill,SO Main
49,73,12/19/2024,4:00 PM,Shadle Park,SH East
46,28,12/19/2024,4:00 PM,Liberty Park,LP Main
12,13,12/19/2024,4:00 PM,Indian Trail,IT Main
27,40,12/19/2024,4:00 PM,Hillyard,HY North
98,125,12/19/2024,4:00 PM,Central,1st Floor Main Entrance
78,102,12/19/2024,3:00 PM,South Hill,SO Main
69,46,12/19/2024,3:00 PM,Shadle Park,SH East
25,55,12/19/2024,3:00 PM,Liberty Park,LP Main
26,14,12/19/2024,3:00 PM,Indian Trail,IT Main
83,74,12/19/2024,3:00 PM,Hillyard,HY North
138,159,12/19/2024,3:00 PM,Central,1st Floor Main Entrance
53,56,12/19/2024,2:00 PM,South Hill,SO Main
75,53,12/19/2024,2:00 PM,Shadle Park,SH East
26,23,12/19/2024,2:00 PM,Liberty Park,LP Main
9,10,12/19/2024,2:00 PM,Indian Trail,IT Main
61,65,12/19/2024,2:00 PM,Hillyard,HY North
130,148,12/19/2024,2:00 PM,Central,1st Floor Main Entrance
69,47,12/19/2024,1:00 PM,South Hill,SO Main
49,74,12/19/2024,1:00 PM,Shadle Park,SH East
42,36,12/19/2024,1:00 PM,Liberty Park,LP Main
13,12,12/19/2024,1:00 PM,Indian Trail,IT Main
198,130,12/19/2024,1:00 PM,Hillyard,HY North
131,141,12/19/2024,1:00 PM,Central,1st Floor Main Entrance
97,54,12/19/2024,12:00 PM,South Hill,SO Main
56,78,12/19/2024,12:00 PM,Shadle Park,SH East
37,37,12/19/2024,12:00 PM,Liberty Park,LP Main
15,25,12/19/2024,12:00 PM,Indian Trail,IT Main
176,127,12/19/2024,12:00 PM,Hillyard,HY North
116,122,12/19/2024,12:00 PM,Central,1st Floor Main Entrance
86,59,12/19/2024,11:00 AM,South Hill,SO Main
73,111,12/19/2024,11:00 AM,Shadle Park,SH East
16,22,12/19/2024,11:00 AM,Liberty Park,LP Main
31,50,12/19/2024,11:00 AM,Indian Trail,IT Main
57,45,12/19/2024,11:00 AM,Hillyard,HY North
110,131,12/19/2024,11:00 AM,Central,1st Floor Main Entrance
37,39,12/19/2024,10:00 AM,South Hill,SO Main
97,63,12/19/2024,10:00 AM,Shadle Park,SH East
32,40,12/19/2024,10:00 AM,Liberty Park,LP Main
36,41,12/19/2024,10:00 AM,Indian Trail,IT Main
40,47,12/19/2024,10:00 AM,Hillyard,HY North
104,119,12/19/2024,10:00 AM,Central,1st Floor Main Entrance
79,26,12/19/2024,9:00 AM,South Hill,SO Main
93,39,12/19/2024,9:00 AM,Shadle Park,SH East
60,35,12/19/2024,9:00 AM,Liberty Park,LP Main
2,1,12/19/2024,9:00 AM,Indian Trail,IT Main
57,36,12/19/2024,9:00 AM,Hillyard,HY North
126,100,12/19/2024,9:00 AM,Central,1st Floor Main Entrance
14,12,12/19/2024,8:00 AM,South Hill,SO Main
5,6,12/19/2024,8:00 AM,Liberty Park,LP Main
11,9,12/19/2024,8:00 AM,Indian Trail,IT Main
65,52,12/19/2024,8:00 AM,Hillyard,HY North
26,23,12/19/2024,8:00 AM,Central,1st Floor Main Entrance
2,3,12/19/2024,7:00 AM,South Hill,SO Main
4,15,12/19/2024,7:00 AM,Liberty Park,LP Main
2,6,12/19/2024,7:00 AM,Indian Trail,IT Main
3,4,12/19/2024,7:00 AM,Hillyard,HY South
13,11,12/19/2024,7:00 AM,Central,1st Floor Main Entrance
23,30,12/19/2024,6:00 AM,South Hill,SO Main
1,1,12/19/2024,6:00 AM,Hillyard,HY South
2,2,12/19/2024,6:00 AM,Central,1st Floor Main Entrance
8,4,12/19/2024,5:00 AM,Central,Basement Entrance
1,4,12/18/2024,11:00 PM,Hillyard,HY North
12,9,12/18/2024,10:00 PM,Hillyard,HY North
4,4,12/18/2024,9:00 PM,Hillyard,HY North
1,0,12/18/2024,8:00 PM,Hillyard,HY South
3,12,12/18/2024,8:00 PM,Central,1st Floor Main Entrance
27,3,12/18/2024,7:00 PM,South Hill,SO Main
0,4,12/18/2024,7:00 PM,Shadle Park,SH East
0,3,12/18/2024,7:00 PM,Liberty Park,LP Main
2,4,12/18/2024,7:00 PM,Indian Trail,IT Main
0,2,12/18/2024,7:00 PM,Hillyard,HY North
8,15,12/18/2024,7:00 PM,Central,Basement Entrance
9,32,12/18/2024,6:00 PM,South Hill,SO Main
15,45,12/18/2024,6:00 PM,Shadle Park,SH East
8,25,12/18/2024,6:00 PM,Liberty Park,LP Main
10,16,12/18/2024,6:00 PM,Indian Trail,IT Main
2,8,12/18/2024,6:00 PM,Hillyard,HY North
47,136,12/18/2024,6:00 PM,Central,1st Floor Main Entrance
28,43,12/18/2024,5:00 PM,South Hill,SO Main
59,54,12/18/2024,5:00 PM,Shadle Park,SH East
18,26,12/18/2024,5:00 PM,Liberty Park,LP Main
14,12,12/18/2024,5:00 PM,Indian Trail,IT Main
6,14,12/18/2024,5:00 PM,Hillyard,HY North
92,130,12/18/2024,5:00 PM,Central,1st Floor Main Entrance
45,56,12/18/2024,4:00 PM,South Hill,SO Main
45,58,12/18/2024,4:00 PM,Shadle Park,SH East
15,28,12/18/2024,4:00 PM,Liberty Park,LP Main
20,25,12/18/2024,4:00 PM,Indian Trail,IT Main
11,14,12/18/2024,4:00 PM,Hillyard,HY North
90,126,12/18/2024,4:00 PM,Central,1st Floor Main Entrance
124,107,12/18/2024,3:00 PM,South Hill,SO Main
112,137,12/18/2024,3:00 PM,Shadle Park,SH East
23,41,12/18/2024,3:00 PM,Liberty Park,LP Main
27,20,12/18/2024,3:00 PM,Indian Trail,IT Main
56,64,12/18/2024,3:00 PM,Hillyard,HY North
118,160,12/18/2024,3:00 PM,Central,1st Floor Main Entrance
40,31,12/18/2024,2:00 PM,South Hill,SO Main
77,104,12/18/2024,2:00 PM,Shadle Park,SH East
44,47,12/18/2024,2:00 PM,Liberty Park,LP Main
24,24,12/18/2024,2:00 PM,Indian Trail,IT Main
39,36,12/18/2024,2:00 PM,Hillyard,HY North
137,173,12/18/2024,2:00 PM,Central,1st Floor Main Entrance
39,35,12/18/2024,1:00 PM,South Hill,SO Main
78,114,12/18/2024,1:00 PM,Shadle Park,SH East
33,49,12/18/2024,1:00 PM,Liberty Park,LP Main
14,26,12/18/2024,1:00 PM,Indian Trail,IT Main
117,102,12/18/2024,1:00 PM,Hillyard,HY North
108,127,12/18/2024,1:00 PM,Central,1st Floor Main Entrance
131,75,12/18/2024,12:00 PM,South Hill,SO Main
125,111,12/18/2024,12:00 PM,Shadle Park,SH East
37,32,12/18/2024,12:00 PM,Liberty Park,LP Main
24,15,12/18/2024,12:00 PM,Indian Trail,IT Main
108,98,12/18/2024,12:00 PM,Hillyard,HY North
135,160,12/18/2024,12:00 PM,Central,1st Floor Main Entrance
67,53,12/18/2024,11:00 AM,South Hill,SO Main
94,57,12/18/2024,11:00 AM,Shadle Park,SH East
26,43,12/18/2024,11:00 AM,Liberty Park,LP Main
21,32,12/18/2024,11:00 AM,Indian Trail,IT Main
25,37,12/18/2024,11:00 AM,Hillyard,HY North
115,162,12/18/2024,11:00 AM,Central,1st Floor Main Entrance
118,56,12/18/2024,10:00 AM,South Hill,SO Main
56,44,12/18/2024,10:00 AM,Shadle Park,SH East
38,44,12/18/2024,10:00 AM,Liberty Park,LP Main
40,34,12/18/2024,10:00 AM,Indian Trail,IT Main
41,36,12/18/2024,10:00 AM,Hillyard,HY North
121,135,12/18/2024,10:00 AM,Central,1st Floor Main Entrance
41,30,12/18/2024,9:00 AM,South Hill,SO Main
109,57,12/18/2024,9:00 AM,Shadle Park,SH East
31,8,12/18/2024,9:00 AM,Liberty Park,LP Main
32,7,12/18/2024,9:00 AM,Indian Trail,IT Main
51,29,12/18/2024,9:00 AM,Hillyard,HY North
199,107,12/18/2024,9:00 AM,Central,1st Floor Main Entrance
28,36,12/18/2024,8:00 AM,South Hill,SO Main
4,5,12/18/2024,8:00 AM,Liberty Park,LP Main
17,13,12/18/2024,8:00 AM,Indian Trail,IT Main
85,63,12/18/2024,8:00 AM,Hillyard,HY North
35,39,12/18/2024,8:00 AM,Central,1st Floor Main Entrance
5,1,12/18/2024,7:00 AM,South Hill,SO Main
6,3,12/18/2024,7:00 AM,Liberty Park,LP Main
2,2,12/18/2024,7:00 AM,Indian Trail,IT Main
5,2,12/18/2024,7:00 AM,Hillyard,HY North
18,22,12/18/2024,7:00 AM,Central,1st Floor Main Entrance
1,0,12/18/2024,6:00 AM,South Hill,SO Main
2,5,12/18/2024,6:00 AM,Indian Trail,IT Main
4,5,12/18/2024,6:00 AM,Central,1st Floor Main Entrance
5,7,12/18/2024,5:00 AM,Liberty Park,LP Main
1,1,12/18/2024,5:00 AM,Hillyard,HY South
8,4,12/18/2024,5:00 AM,Central,Basement Entrance
3,2,12/17/2024,11:00 PM,Hillyard,HY South
9,16,12/17/2024,10:00 PM,Hillyard,HY North
11,9,12/17/2024,9:00 PM,Hillyard,HY North
17,21,12/17/2024,8:00 PM,Hillyard,HY North
1,0,12/17/2024,7:00 PM,South Hill,SO Main
0,1,12/17/2024,7:00 PM,Shadle Park,SH East
3,26,12/17/2024,7:00 PM,Liberty Park,LP Main
2,1,12/17/2024,7:00 PM,Indian Trail,IT Main
0,2,12/17/2024,7:00 PM,Hillyard,HY North
9,13,12/17/2024,7:00 PM,Central,1st Floor Main Entrance
8,23,12/17/2024,6:00 PM,South Hill,SO Main
15,40,12/17/2024,6:00 PM,Shadle Park,SH East
16,24,12/17/2024,6:00 PM,Liberty Park,LP Main
3,3,12/17/2024,6:00 PM,Indian Trail,IT Main
4,9,12/17/2024,6:00 PM,Hillyard,HY North
55,129,12/17/2024,6:00 PM,Central,1st Floor Main Entrance
28,57,12/17/2024,5:00 PM,South Hill,SO Main
28,79,12/17/2024,5:00 PM,Shadle Park,SH East
39,41,12/17/2024,5:00 PM,Liberty Park,LP Main
8,17,12/17/2024,5:00 PM,Indian Trail,IT Main
11,18,12/17/2024,5:00 PM,Hillyard,HY North
94,134,12/17/2024,5:00 PM,Central,1st Floor Main Entrance
42,55,12/17/2024,4:00 PM,South Hill,SO Main
61,60,12/17/2024,4:00 PM,Shadle Park,SH East
19,42,12/17/2024,4:00 PM,Liberty Park,LP Main
23,14,12/17/2024,4:00 PM,Indian Trail,IT Main
20,29,12/17/2024,4:00 PM,Hillyard,HY North
97,205,12/17/2024,4:00 PM,Central,1st Floor Main Entrance
77,60,12/17/2024,3:00 PM,South Hill,SO Main
108,64,12/17/2024,3:00 PM,Shadle Park,SH East
34,21,12/17/2024,3:00 PM,Liberty Park,LP Main
33,35,12/17/2024,3:00 PM,Indian Trail,IT Main
61,64,12/17/2024,3:00 PM,Hillyard,HY North
154,174,12/17/2024,3:00 PM,Central,1st Floor Main Entrance
45,53,12/17/2024,2:00 PM,South Hill,SO Main
61,55,12/17/2024,2:00 PM,Shadle Park,SH East
27,39,12/17/2024,2:00 PM,Liberty Park,LP Main
24,25,12/17/2024,2:00 PM,Indian Trail,IT Main
22,21,12/17/2024,2:00 PM,Hillyard,HY North
128,166,12/17/2024,2:00 PM,Central,1st Floor Main Entrance
49,43,12/17/2024,1:00 PM,South Hill,SO Main
55,72,12/17/2024,1:00 PM,Shadle Park,SH East
24,23,12/17/2024,1:00 PM,Liberty Park,LP Main
16,19,12/17/2024,1:00 PM,Indian Trail,IT Main
89,72,12/17/2024,1:00 PM,Hillyard,HY North
139,179,12/17/2024,1:00 PM,Central,1st Floor Main Entrance
63,40,12/17/2024,12:00 PM,South Hill,SO Main
69,74,12/17/2024,12:00 PM,Shadle Park,SH East
38,56,12/17/2024,12:00 PM,Liberty Park,LP Main
25,14,12/17/2024,12:00 PM,Indian Trail,IT Main
107,98,12/17/2024,12:00 PM,Hillyard,HY North
147,170,12/17/2024,12:00 PM,Central,1st Floor Main Entrance
67,78,12/17/2024,11:00 AM,South Hill,SO Main
104,86,12/17/2024,11:00 AM,Shadle Park,SH East
41,61,12/17/2024,11:00 AM,Liberty Park,LP Main
12,27,12/17/2024,11:00 AM,Indian Trail,IT Main
59,67,12/17/2024,11:00 AM,Hillyard,HY North
127,143,12/17/2024,11:00 AM,Central,1st Floor Main Entrance
73,75,12/17/2024,10:00 AM,South Hill,SO Main
64,35,12/17/2024,10:00 AM,Shadle Park,SH East
35,35,12/17/2024,10:00 AM,Liberty Park,LP Main
36,28,12/17/2024,10:00 AM,Indian Trail,IT Main
46,49,12/17/2024,10:00 AM,Hillyard,HY North
120,126,12/17/2024,10:00 AM,Central,1st Floor Main Entrance
65,27,12/17/2024,9:00 AM,South Hill,SO Main
64,34,12/17/2024,9:00 AM,Shadle Park,SH East
77,26,12/17/2024,9:00 AM,Liberty Park,LP Main
44,14,12/17/2024,9:00 AM,Indian Trail,IT Main
63,33,12/17/2024,9:00 AM,Hillyard,HY North
172,77,12/17/2024,9:00 AM,Central,1st Floor Main Entrance
14,19,12/17/2024,8:00 AM,South Hill,SO Main
0,1,12/17/2024,8:00 AM,Shadle Park,SH West
9,12,12/17/2024,8:00 AM,Liberty Park,LP Main
18,20,12/17/2024,8:00 AM,Indian Trail,IT Main
87,69,12/17/2024,8:00 AM,Hillyard,HY North
48,52,12/17/2024,8:00 AM,Central,1st Floor Main Entrance
19,30,12/17/2024,7:00 AM,South Hill,SO Main
15,15,12/17/2024,7:00 AM,Liberty Park,LP Main
4,5,12/17/2024,7:00 AM,Indian Trail,IT Main
1,2,12/17/2024,7:00 AM,Hillyard,HY North
9,8,12/17/2024,7:00 AM,Central,Basement Entrance
33,7,12/17/2024,6:00 AM,South Hill,SO Main
1,0,12/17/2024,6:00 AM,Liberty Park,LP Main
3,5,12/17/2024,6:00 AM,Indian Trail,IT Main
7,4,12/17/2024,6:00 AM,Hillyard,HY North
2,2,12/17/2024,6:00 AM,Central,Basement Entrance
1,0,12/17/2024,5:00 AM,Hillyard,HY South
10,7,12/17/2024,5:00 AM,Central,Basement Entrance
7,10,12/16/2024,11:00 PM,Hillyard,HY North
6,10,12/16/2024,10:00 PM,Hillyard,HY North
7,5,12/16/2024,9:00 PM,Hillyard,HY South
4,45,12/16/2024,8:00 PM,Liberty Park,LP Main
0,1,12/16/2024,8:00 PM,Hillyard,HY South
0,4,12/16/2024,7:00 PM,Liberty Park,LP Main
1,6,12/16/2024,7:00 PM,Indian Trail,IT Main
0,3,12/16/2024,7:00 PM,Hillyard,HY North
8,22,12/16/2024,7:00 PM,Central,1st Floor Main Entrance
8,13,12/16/2024,6:00 PM,South Hill,SO Main
11,45,12/16/2024,6:00 PM,Shadle Park,SH East
46,38,12/16/2024,6:00 PM,Liberty Park,LP Main
16,22,12/16/2024,6:00 PM,Indian Trail,IT Main
1,5,12/16/2024,6:00 PM,Hillyard,HY North
44,128,12/16/2024,6:00 PM,Central,1st Floor Main Entrance
11,21,12/16/2024,5:00 PM,South Hill,SO Main
44,35,12/16/2024,5:00 PM,Shadle Park,SH East
